PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10019547,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,3.083333333,VOCATION 203,UNIT 274,0,0,0,Diploma,Diploma,6,DIPLOMA IN GAME & ENTERTAINMENT TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,17.23960153,0,8.132820069,22.95042322
10019550,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE C,SERVICE B,MDES,2.083333333,VOCATION 18,UNIT 13,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,17.23960153,0,303.2568943,287.4169588
10019551,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,1.083333333,VOCATION 96,UNIT 173,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,13.71,0,45.6863396,34.41346762
10019553,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2.333333333,VOCATION 236,UNIT 372,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN DIGITAL MEDIA DESIGN (INTERACTIVE MEDIA),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,0,4,17.23960153,0,48.55717442,105.9942397
10019555,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES-Term,0.833333333,VOCATION 236,UNIT 288,0,0,0,Diploma,Diploma,6,DIPLOMA IN LOGISTICS & OPERATIONS MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,17.23960153,0,0,0
10019556,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,1.083333333,VOCATION 236,UNIT 364,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARITIME TRANSPORTATION MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,17.23960153,0,0,0
10019559,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,2.333333333,VOCATION 59,UNIT 94,0,0,0,Technical Education,NTC2/NITEC,5,NITEC ELECTRONICS,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,NO,NO,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.23960153,0,108.4071331,103.8474409
10019561,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,0.833333333,VOCATION 286,UNIT 249,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,17.23960153,0,0,0
10019567,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 36,TRAINEE,2,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,2.333333333,VOCATION 170,UNIT 263,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,0,4,17.23960153,0,125.8729155,125.8729155
10019572,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 14,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,0.416666667,VOCATION 194,UNIT 189,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN INFO-COMMUNICATIONS TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,3,5,17.23960153,0,0,0
10019573,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 1,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,CS (Mil),3.333333333,VOCATION 122,UNIT 1,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN BUILDING DRAFTING (ARCHITECTURAL),NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,NO,NO,0,2-ROOM,PUBLIC,2,NONE,NO,0,2,5,17.23960153,0,-11.091362,-15.82986144
10019575,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,1.833333333,VOCATION 236,UNIT 376,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,4-ROOM,YES,-1,1,5,17.23960153,0,2822.668896,1566.367603
10019577,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,0.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019581,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,2.083333333,VOCATION 254,UNIT 259,0,0,0,Diploma,Diploma,6,DIPLOMA IN FINANCIAL BUSINESS INFORMATICS,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,LANDED,PRIVATE,8,NONE,NO,0,1,4,17.23960153,0,317.471986,284.7091979
10019583,Male,Singapore,Singaporean,19,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,0.333333333,VOCATION 79,UNIT 157,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,3,4,17.23960153,0,0,0
10019584,Male,Singapore,Singaporean,19,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019586,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 11,JUNIOR WOSE,0,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,0.916666667,VOCATION 95,UNIT 399,0,0,0,Technical Education,ITC/Higher NITEC,5,HIGHER NATIONAL ITE CERTIFICATE IN NETWORK SECURITY TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,17.23960153,0,402.3193453,270.531734
10019589,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,1.916666667,VOCATION 154,UNIT 221,0,0,0,Diploma,Diploma,6,DIPLOMA IN INTERACTIVE AND DIGITAL MEDIA,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,17.23960153,0,118.3516622,795.3482272
10019592,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,4.333333333,VOCATION 291,UNIT 15,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,0,5-ROOM,PUBLIC,5,4-ROOM,YES,1,1,5,32.6,0,2.602325139,22.01048247
10019593,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.083333333,VOCATION 77,UNIT 239,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019594,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,2.083333333,VOCATION 44,UNIT 86,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,12.56,0,323.7359264,304.6274232
10019611,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 6,JUNIOR WOSE,1,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,2.333333333,VOCATION 194,UNIT 172,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,1,17.23960153,0,0.156998183,121.3468996
10019615,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,3.083333333,VOCATION 157,UNIT 5,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,1,17,0,20.15827543,16.82744377
10019619,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,1.333333333,VOCATION 68,UNIT 275,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019623,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 20,JUNIOR ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,0.583333333,VOCATION 240,UNIT 288,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,17.23960153,0,0,0
10019628,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,1.083333333,VOCATION 31,UNIT 239,0,0,0,Diploma,Diploma,6,DIPLOMA IN TELEMATICS & MEDIA TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,12.94,0,0,0
10019633,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,2.083333333,VOCATION 137,UNIT 273,0,0,0,Diploma,Diploma,6,DIPLOMA IN DIGITAL VISUAL EFFECTS,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,35.09,0,312.5534143,293.9383951
10019635,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 6,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,1.833333333,VOCATION 7,UNIT 64,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,17.23960153,0,4607.710165,3482.442308
10019637,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 36,TRAINEE,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2,VOCATION 240,UNIT 288,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,3-ROOM,PUBLIC,3,NONE,NO,0,0,4,17.23960153,0,682.6086957,753.8275281
10019642,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.166666667,VOCATION 77,UNIT 273,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,17.23960153,0,14.31898274,27.56807836
10019648,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,1.833333333,VOCATION 135,UNIT 8,0,0,0,Diploma,Diploma,6,DIPLOMA IN TOURISM AND RESORT MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,HUDC,PUBLIC,6,NONE,NO,0,1,5,24.07,0,2114.460361,1592.522532
10019649,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,0.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019650,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 20,JUNIOR ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2,VOCATION 241,UNIT 288,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING,YES,Diploma,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,17.23960153,0,682.6086957,753.8275281
10019652,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,0.416666667,VOCATION 44,UNIT 84,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,37.61,0,0,0
10019653,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE B,SERVICE C,PP-EWOS,2.333333333,VOCATION 287,UNIT 35,0,0,0,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,5.55,0,101.7633716,90.85298333
10019663,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,0.583333333,VOCATION 59,UNIT 136,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN ELECTRONICS (COMPUTER & NETWORKING),NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,0,0
10019664,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 32,TRAINEE,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,1.583333333,VOCATION 254,UNIT 27,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.23960153,0,0,0
10019667,Male,Singapore,Singaporean,19,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019668,Male,Singapore,Singaporean,19,25 and Below,Single,RANK 37,UNKNOWN,0,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,0.333333333,VOCATION 38,UNIT 19,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN INFO-COMMUNICATIONS TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,17.23960153,0,0,0
10019669,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.083333333,VOCATION 31,UNIT 246,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,24.99,0,23.48853788,18.85831801
10019671,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,3.583333333,VOCATION 35,UNIT 12,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,33.68,0,-10.25340052,-14.80247193
10019672,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2.833333333,VOCATION 236,UNIT 376,0,0,0,Diploma,Diploma,6,DIPLOMA IN MATERIALS SCIENCE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,4,17.23960153,0,15.1359473,25.19550633
10019674,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,4.166666667,VOCATION 80,UNIT 36,0,0,0,Diploma,Diploma,6,DIPLOMA IN COMPUTER & NETWORK TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,23.82,0,-10.90976931,19.0205724
10019676,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.916666667,VOCATION 291,UNIT 273,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,23.98,0,-19.62072783,19.28118948
10019677,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.083333333,VOCATION 12,UNIT 124,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,25.18,0,16.85148209,18.39423945
10019679,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,6.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019682,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 1,JUNIOR WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,2.583333333,VOCATION 92,UNIT 225,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,2,1,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,3,5,17.23960153,0,10.22080855,17.42566993
10019685,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,3.583333333,VOCATION 236,UNIT 288,0,0,0,Diploma,Diploma,6,DIPLOMA IN COMPUTER & NETWORK TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,4,41.1,0,6.41446306,17.56301991
10019687,Male,Singapore,Singaporean,24,25 and Below,Marr.,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,3.083333333,VOCATION 286,UNIT 156,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,NO,NONE,NONE,YES,NO,NO,1,1,1,1,0,YES,YES,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,38.4,0,23.49911006,22.95042322
10019690,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 1,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,3.75,VOCATION 92,UNIT 402,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,YES,NO,0,LANDED,PRIVATE,8,NONE,NO,0,3,4,21.67,0,27.43863681,-10.88067362
10019693,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.083333333,VOCATION 78,UNIT 54,0,0,0,Diploma,Diploma,6,DIPLOMA IN DIGITAL MEDIA,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,30.77,0,22.9600633,23.05579136
10019694,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER,3.916666667,VOCATION 127,UNIT 241,0,0,0,Diploma,Diploma,6,DIPLOMA IN MASS COMMUNICATION,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,5,10.34,0,-8.495199069,21.84895799
10019696,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.916666667,VOCATION 31,UNIT 246,0,0,0,Diploma,Diploma,6,DIPLOMA IN BIOMEDICAL ELECTRONICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,3-ROOM,PUBLIC,3,NONE,NO,0,1,4,14.75,0,8.894418406,14.36257433
10019698,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES-CS,4.166666667,VOCATION 236,UNIT 347,0,0,0,Diploma,Diploma,6,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,17.23960153,0,0.403563709,13.1775118
10019705,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 20,JUNIOR ME,0,NS FULLTIME,SERVICE D,SERVICE C,MDES,0.166666667,VOCATION 32,UNIT 157,0,0,0,Diploma,Diploma,6,DIPLOMA IN AVIATION MANAGEMENT & SERVICES,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,0,5,17.23960153,0,0,0
10019709,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,0.833333333,VOCATION 12,UNIT 29,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,18.31,0,0,0
10019712,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,2.583333333,VOCATION 291,UNIT 313,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,43.62,0,59.09041825,49.8874082
10019713,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 32,TRAINEE,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,1.333333333,VOCATION 79,UNIT 157,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,YES,GCE 'A' Level,GCE 'A' LEVEL,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,17.23960153,0,0,0
10019716,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 36,TRAINEE,1,MILITARY REGULARS,SERVICE D,SERVICE B,MDES,1.583333333,VOCATION 24,UNIT 88,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN AEROSPACE AVIONICS,YES,NTC2/NITEC,NATIONAL ITE CERTIFICATE IN AEROSPACE AVIONICS,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,EXECUTIVE,YES,-1,0,4,17.23960153,0,0,0
10019718,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,2.083333333,VOCATION 42,UNIT 78,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN ELECTRONICS (COMPUTER & NETWORKING),NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,5,17.23960153,0,88.17106512,295.5681037
